system:index,area_km2,class,class_color,classe,nome,territory,year,.geo
36_9_10,0.006247719482421875,115.0,41BBD9,Massas d'água Com CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_0,85.59346437866175,1.0,DBA303,Terra Indígena Homologada Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_1,0.6706026230468767,2.0,FEEB72,Terra Indígena não Homologada Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_2,170.91132770977674,3.0,F14A74,Área Militar Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_3,401.1080409754005,4.0,7F3822,Glebas Públicas Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_4,230.1681206006463,5.0,A85529,Glebas Públicas - FPND Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_5,9.79727812982171,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_6,0.005354363952636719,9.0,EE2918,Assentamento-A Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_7,0.004425429626464844,10.0,5EDC40,Assentamento-B Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_8,87.7389644572738,11.0,008148,UCUS Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_9,190.58435962584446,12.0,21B8A1,UCPI Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_10,262.13549197034195,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_11,0.5893456723632823,14.0,E5E5E5,Áreas Urbanas Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_12,0.10835068536376954,15.0,41BBD9,Massas d'água Sem CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_13,0.02214480413818359,101.0,DBA303,Terra Indígena Homologada Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_14,14.395429527832095,102.0,FEEB72,Terra Indígena não Homologada Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_15,13.898756107604896,103.0,F14A74,Área Militar Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_16,913.680711932709,104.0,7F3822,Glebas Públicas Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_17,356.9057645126399,105.0,A85529,Glebas Públicas - FPND Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_18,69.1639959564208,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_19,51.71185136688277,109.0,EE2918,Assentamento-A Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_20,599.9976471807021,110.0,5EDC40,Assentamento-B Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_21,5.947620163513202,111.0,008148,UCUS Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_22,74.46174801287786,112.0,21B8A1,UCPI Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_23,571.5300110392403,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_24,0.15083173388671867,114.0,E5E5E5,Áreas Urbanas Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_25,0.09524003961181637,115.0,41BBD9,Massas d'água Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_26,0.013366504638671874,118.0,B0D904,Terra Indígena não Homologada e UCUS Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_27,5.897061837890586,199.0,9D9D9C,Outras Sobreposições Com CAR,Altamira,1500602.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_0,10.916406697143573,1.0,DBA303,Terra Indígena Homologada Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_1,16.576626606323238,4.0,7F3822,Glebas Públicas Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_2,4.956550896789559,5.0,A85529,Glebas Públicas - FPND Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_3,0.14725488653564456,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_4,4.086628423156732,9.0,EE2918,Assentamento-A Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_5,6.671298613464329,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_6,0.04099836291503906,14.0,E5E5E5,Áreas Urbanas Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_7,0.01606787384033203,15.0,41BBD9,Massas d'água Sem CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_8,44.17378739971933,104.0,7F3822,Glebas Públicas Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_9,8.682143593078624,105.0,A85529,Glebas Públicas - FPND Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_10,14.319767270446786,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_11,54.914774520995735,109.0,EE2918,Assentamento-A Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_12,15.862885342224086,110.0,5EDC40,Assentamento-B Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_13,5.651150171997105,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_14,0.30172465881347693,114.0,E5E5E5,Áreas Urbanas Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_15,0.006248616577148439,115.0,41BBD9,Massas d'água Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_1_16,8.926803588867187E-4,199.0,9D9D9C,Outras Sobreposições Com CAR,Anapu,1500859.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_0,0.053533744995117184,1.0,DBA303,Terra Indígena Homologada Sem CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_1,2.898646088806152,4.0,7F3822,Glebas Públicas Sem CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_2,0.5025975299072263,5.0,A85529,Glebas Públicas - FPND Sem CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_3,0.19012706921386724,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_4,0.024103068054199216,9.0,EE2918,Assentamento-A Sem CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_5,0.002677579650878906,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_6,0.016065223388671876,14.0,E5E5E5,Áreas Urbanas Sem CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_7,19.819246905639638,104.0,7F3822,Glebas Públicas Com CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_8,1.0721068784179684,105.0,A85529,Glebas Públicas - FPND Com CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_9,7.213204415771491,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_10,9.042055328125006,109.0,EE2918,Assentamento-A Com CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_11,1.0089939599609372,110.0,5EDC40,Assentamento-B Com CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_2_12,0.0071402048339843744,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Brasil Novo,1501725.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_0,0.0017846439208984374,1.0,DBA303,Terra Indígena Homologada Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_1,1.2012028391113279,4.0,7F3822,Glebas Públicas Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_2,0.6489029943237299,5.0,A85529,Glebas Públicas - FPND Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_3,0.11332830926513665,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_4,4.265114329223635,9.0,EE2918,Assentamento-A Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_5,0.041969450561523444,10.0,5EDC40,Assentamento-B Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_6,0.020523064331054688,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_7,0.00178481298828125,14.0,E5E5E5,Áreas Urbanas Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_8,0.015176614501953126,99.0,9D9D9C,Outras Sobreposições Sem CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_9,9.06938554785155,104.0,7F3822,Glebas Públicas Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_10,1.752887215026857,105.0,A85529,Glebas Públicas - FPND Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_11,6.521925921874986,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_12,57.33930875427164,109.0,EE2918,Assentamento-A Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_13,64.49187852447392,110.0,5EDC40,Assentamento-B Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_14,0.4132872489624036,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_15,8.924068603515624E-4,114.0,E5E5E5,Áreas Urbanas Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_3_16,0.5489860069580081,199.0,9D9D9C,Outras Sobreposições Com CAR,Medicilândia,1504455.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_0,0.0026750224609375,1.0,DBA303,Terra Indígena Homologada Sem CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_1,32.84667642449944,4.0,7F3822,Glebas Públicas Sem CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_2,4.855755689086914,5.0,A85529,Glebas Públicas - FPND Sem CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_3,0.8458120815429688,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_4,8.367761325561538,9.0,EE2918,Assentamento-A Sem CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_5,2.8720577250366244,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_6,0.06690340484619137,14.0,E5E5E5,Áreas Urbanas Sem CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_7,0.007133182983398439,101.0,DBA303,Terra Indígena Homologada Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_8,160.7277732244248,104.0,7F3822,Glebas Públicas Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_9,15.432234175903327,105.0,A85529,Glebas Públicas - FPND Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_10,50.07542827960216,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_11,379.794009110051,109.0,EE2918,Assentamento-A Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_12,56.234799747374886,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_13,8.922018432617187E-4,114.0,E5E5E5,Áreas Urbanas Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_14,0.3570108140869138,115.0,41BBD9,Massas d'água Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_4_15,5.687076026611334,199.0,9D9D9C,Outras Sobreposições Com CAR,Pacajá,1505486.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_0,4.050635343566898,1.0,DBA303,Terra Indígena Homologada Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_1,10.014710697021519,4.0,7F3822,Glebas Públicas Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_2,3.3998195135498053,5.0,A85529,Glebas Públicas - FPND Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_3,1.8374643804931645,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_4,1.9405358136596749,9.0,EE2918,Assentamento-A Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_5,0.522816013549805,10.0,5EDC40,Assentamento-B Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_6,6.277123346984853,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_7,0.02230018243408204,14.0,E5E5E5,Áreas Urbanas Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_8,0.07401214923095702,99.0,9D9D9C,Outras Sobreposições Sem CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_9,0.009807407165527342,101.0,DBA303,Terra Indígena Homologada Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_10,30.656209880310044,104.0,7F3822,Glebas Públicas Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_11,7.957620984497095,105.0,A85529,Glebas Públicas - FPND Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_12,7.649090741699197,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_13,122.15721948577847,109.0,EE2918,Assentamento-A Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_14,86.71568472320749,110.0,5EDC40,Assentamento-B Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_15,0.09367955163574213,111.0,008148,UCUS Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_16,27.968641554809544,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_17,0.00178397265625,114.0,E5E5E5,Áreas Urbanas Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_5_18,7.1684779573974895,199.0,9D9D9C,Outras Sobreposições Com CAR,Placas,1505650.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_0,4.81627653015136,4.0,7F3822,Glebas Públicas Sem CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_1,0.5876913570556641,5.0,A85529,Glebas Públicas - FPND Sem CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_2,0.5886434589233401,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_3,0.17686518450927763,10.0,5EDC40,Assentamento-B Sem CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_4,12.794155579162602,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_5,0.030376196472167966,15.0,41BBD9,Massas d'água Sem CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_6,0.029470581481933593,99.0,9D9D9C,Outras Sobreposições Sem CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_7,12.215506607727065,104.0,7F3822,Glebas Públicas Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_8,1.472865374572756,105.0,A85529,Glebas Públicas - FPND Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_9,5.796552734374999,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_10,5.349015882080078,109.0,EE2918,Assentamento-A Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_11,5.940405059265128,110.0,5EDC40,Assentamento-B Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_12,22.243993779724107,111.0,008148,UCUS Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_13,56.81773242755152,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_14,0.057177216369628955,115.0,41BBD9,Massas d'água Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_6_15,0.5816470028076186,120.0,03405D,Imóvel Rural Privado e UCUS Com CAR,Porto de Moz,1505908.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_0,2.534652133789056,1.0,DBA303,Terra Indígena Homologada Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_1,1.4054969902954118,2.0,FEEB72,Terra Indígena não Homologada Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_2,2.268072536865235,4.0,7F3822,Glebas Públicas Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_3,0.20448062463378902,5.0,A85529,Glebas Públicas - FPND Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_4,0.008929196838378907,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_5,1.475988738525393,9.0,EE2918,Assentamento-A Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_6,0.0017841233520507812,10.0,5EDC40,Assentamento-B Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_7,0.013393322387695313,11.0,008148,UCUS Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_8,3.1579186320800807,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_9,0.015182536193847655,14.0,E5E5E5,Áreas Urbanas Sem CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_10,0.004459386291503906,101.0,DBA303,Terra Indígena Homologada Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_11,16.313281121032087,102.0,FEEB72,Terra Indígena não Homologada Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_12,14.525989346374477,104.0,7F3822,Glebas Públicas Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_13,1.4813872774658237,105.0,A85529,Glebas Públicas - FPND Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_14,2.777636232849131,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_15,26.160778093933096,109.0,EE2918,Assentamento-A Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_16,13.787038089294413,110.0,5EDC40,Assentamento-B Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_17,0.027679762268066403,111.0,008148,UCUS Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_18,31.517524250121816,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_19,0.027685821899414056,114.0,E5E5E5,Áreas Urbanas Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_7_20,0.00803436376953125,115.0,41BBD9,Massas d'água Com CAR,Senador José Porfírio,1507805.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
